"CHNL_ID"|"CHNL_NM"|"CHNL_VAL"|"PARENT_ID"|"PARENT_NM"|"PARENT_FULL_ADDR"|"CHILD_ID"|"CHILD_NM"|"CHILD_FULL_ADDR"|"PFZ_MKT_NM"|"O_CHNL_NM_SLS"|"O_CHNL_VAL_SLS"|"O_PARENT_SLS"|"O_CHILD_SLS"|"O_CHNL_NM_GRWTH"|"O_CHNL_VAL_GRWTH"|"O_PARENT_GRWTH"|"O_CHILD_GRWTH"|"O_CHNL_NM_MKT_SHR"|"O_CHNL_VAL_MKT_SHR"|"O_PARENT_MKT_SHR"|"O_CHILD_MKT_SHR"|"O_CHNL_NM_NEW_PTNT"|"O_CHNL_VAL_NEW_PTNT"|"O_PARENT_NEW_PTNT"|"O_CHILD_NEW_PTNT"|"O_CHNL_NM_TOTAL_PTNT"|"O_CHNL_VAL_TOTAL_PTNT"|"O_PARENT_TOTAL_PTNT"|"O_CHILD_TOTAL_PTNT"|"O_CHNL_NM_NUM_HCP_TCL"|"O_CHNL_VAL_NUM_HCP_TCL"|"O_PARENT_NUM_HCP_TCL"|"O_CHILD_NUM_HCP_TCL"|"O_CHNL_NM_REACH"|"O_CHNL_VAL_REACH"|"O_PARENT_REACH"|"O_CHILD_REACH"|"O_CHNL_NM_FREQ"|"O_CHNL_VAL_FREQ"|"O_PARENT_FREQ"|"O_CHILD_FREQ"|"O_CHNL_NM_PENETRATION"|"O_CHNL_VAL_PENETRATION"|"O_PARENT_PENETRATION"|"O_CHILD_PENETRATION"|"CHNL_NM_RNK"|"CHNL_VAL_RNK"|"PARENT_RNK"|"CHILD_RNK"|"O_STD_CHNL_NM_SLS"|"O_STD_CHNL_VAL_SLS"|"O_STD_PARENT_SLS"|"O_STD_CHILD_SLS"
"Type"|"USON"|"USON"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00485256"|"Texas Oncology Kerrville"|"694 HILL COUNTRY DR, KERRVILLE, TX 78028"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 1,936,613.59"|"$ 30,821.40"|"30%"|"30%"|"29%"|"209%"|"7%"|"7%"|"7%"|"25%"|"44"|"44"|"16"|"0"|"503"|"503"|"179"|"3"|"578"|"578"|"199"|"2"|"74%"|"74%"|"68%"|"100%"|"3.91"|"3.91"|"3.69"|"2.50"|"13%"|"13%"|"14%"|"50%"|"9"|"9"|"1"|"18"|"11"|"11"|"100"|"3"
"Type"|"USON"|"USON"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00722127"|"Texas Oncology San Antonio Stone Oak"|"18707 HARDY OAK BLVD STE 320, SAN ANTONIO, TX 78258"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 1,936,613.59"|"$ 25,337.97"|"30%"|"30%"|"29%"|"-"|"7%"|"7%"|"7%"|"6%"|"44"|"44"|"16"|"1"|"503"|"503"|"179"|"3"|"578"|"578"|"199"|"2"|"74%"|"74%"|"68%"|"100%"|"3.91"|"3.91"|"3.69"|"2.50"|"13%"|"13%"|"14%"|"50%"|"9"|"9"|"1"|"19"|"11"|"11"|"100"|"1"
"Type"|"USON"|"USON"|"INS00483575"|"Texas Oncology, PA"|"12221 MERIT DR STE 500, DALLAS, TX 75251"|"INS00525409"|"Texas Oncology Presbyterian Cancer Center Dallas"|"8196 WALNUT HILL LN STE 100, DALLAS, TX 75231"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 1,936,613.59"|"$ 23,116.05"|"30%"|"30%"|"29%"|"-"|"7%"|"7%"|"7%"|"6%"|"44"|"44"|"16"|"1"|"503"|"503"|"179"|"3"|"578"|"578"|"199"|"6"|"74%"|"74%"|"68%"|"83%"|"3.91"|"3.91"|"3.69"|"3.00"|"13%"|"13%"|"14%"|"17%"|"9"|"9"|"1"|"20"|"11"|"11"|"100"|"0"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00015275"|"Arizona Oncology Associates, PC"|"603 N WILMOT RD STE 151, TUCSON, AZ 85711"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 234,342.45"|"30%"|"30%"|"-27%"|"-63%"|"7%"|"7%"|"11%"|"11%"|"44"|"44"|"6"|"1"|"503"|"503"|"59"|"14"|"578"|"578"|"48"|"5"|"74%"|"74%"|"90%"|"80%"|"3.91"|"3.91"|"2.88"|"3.75"|"13%"|"13%"|"21%"|"40%"|"9"|"9"|"2"|"1"|"11"|"11"|"36"|"100"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00470626"|"Phoenix Biltmore Cancer Center Gynecologic Oncology"|"2222 E HIGHLAND AVE STE 400, PHOENIX, AZ 85016"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 177,707.22"|"30%"|"30%"|"-27%"|"85%"|"7%"|"7%"|"11%"|"23%"|"44"|"44"|"6"|"3"|"503"|"503"|"59"|"16"|"578"|"578"|"48"|"5"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"4.40"|"13%"|"13%"|"21%"|"40%"|"9"|"9"|"2"|"2"|"11"|"11"|"36"|"76"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00698539"|"Arizona Oncology"|"2625 N CRAYCROFT RD STE 200, TUCSON, AZ 85712"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 119,640.66"|"30%"|"30%"|"-27%"|"4%"|"7%"|"7%"|"11%"|"32%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"11"|"578"|"578"|"48"|"4"|"74%"|"74%"|"90%"|"75%"|"3.91"|"3.91"|"2.88"|"3.33"|"13%"|"13%"|"21%"|"25%"|"9"|"9"|"2"|"3"|"11"|"11"|"36"|"51"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00047016"|"Arizona Oncology Associates, PC"|"2070 W RUDASILL RD STE 130, TUCSON, AZ 85704"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 47,751.75"|"30%"|"30%"|"-27%"|"379%"|"7%"|"7%"|"11%"|"10%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"5"|"578"|"578"|"48"|"6"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"2.00"|"13%"|"13%"|"21%"|"17%"|"9"|"9"|"2"|"4"|"11"|"11"|"36"|"20"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00116648"|"Arizona Oncology Associates"|"10460 N 92ND ST STE 402, SCOTTSDALE, AZ 85258"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 45,226.92"|"30%"|"30%"|"-27%"|"161%"|"7%"|"7%"|"11%"|"5%"|"44"|"44"|"6"|"1"|"503"|"503"|"59"|"4"|"578"|"578"|"48"|"6"|"74%"|"74%"|"90%"|"83%"|"3.91"|"3.91"|"2.88"|"4.60"|"13%"|"13%"|"21%"|"17%"|"9"|"9"|"2"|"5"|"11"|"11"|"36"|"19"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00131479"|"Cancer Center Sedona"|"3700 W STATE ROUTE 89A, SEDONA, AZ 86336"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 38,569.08"|"30%"|"30%"|"-27%"|"-59%"|"7%"|"7%"|"11%"|"22%"|"44"|"44"|"6"|"1"|"503"|"503"|"59"|"3"|"578"|"578"|"48"|"2"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"1.50"|"13%"|"13%"|"21%"|"100%"|"9"|"9"|"2"|"6"|"11"|"11"|"36"|"16"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00116753"|"Arizona Oncology Green Valley"|"1315 S LA CANADA DR, GREEN VALLEY, AZ 85622"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 38,160.39"|"30%"|"30%"|"-27%"|"92%"|"7%"|"7%"|"11%"|"43%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"5"|"578"|"578"|"48"|"2"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"3.50"|"13%"|"13%"|"21%"|"50%"|"9"|"9"|"2"|"7"|"11"|"11"|"36"|"16"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00581390"|"Phoenix Biltmore Cancer Center Medical Oncology"|"2222 E HIGHLAND AVE STE 400, PHOENIX, AZ 85016"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 11,442.96"|"30%"|"30%"|"-27%"|"-"|"7%"|"7%"|"11%"|"51%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"1"|"578"|"578"|"48"|"1"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"1.00"|"13%"|"13%"|"21%"|"0%"|"9"|"9"|"2"|"8"|"11"|"11"|"36"|"5"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00509399"|"Arizona Oncology Associates, Prescott Valley"|"3188 N WINDSONG DR STE A, PRESCOTT VALLEY, AZ 86314"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 0.00"|"30%"|"30%"|"-27%"|"-"|"7%"|"7%"|"11%"|"0%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"0"|"578"|"578"|"48"|"2"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"1.50"|"13%"|"13%"|"21%"|"0%"|"9"|"9"|"2"|"9"|"11"|"11"|"36"|"0"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00611690"|"Arizona Oncology Saguaro Cancer Center"|"7200 W BELL RD, GLENDALE, AZ 85308"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 0.00"|"30%"|"30%"|"-27%"|"-"|"7%"|"7%"|"11%"|"0%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"0"|"578"|"578"|"48"|"5"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"2.60"|"13%"|"13%"|"21%"|"0%"|"9"|"9"|"2"|"9"|"11"|"11"|"36"|"0"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00690914"|"Cancer Transplant Institute"|"10460 N 92ND ST STE 200, SCOTTSDALE, AZ 85258"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 0.00"|"30%"|"30%"|"-27%"|"-"|"7%"|"7%"|"11%"|"0%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"0"|"578"|"578"|"48"|"5"|"74%"|"74%"|"90%"|"60%"|"3.91"|"3.91"|"2.88"|"2.00"|"13%"|"13%"|"21%"|"0%"|"9"|"9"|"2"|"9"|"11"|"11"|"36"|"0"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00374986"|"Arizona Oncology Associates Cottonwood"|"203 S CANDY LN STE 9A, COTTONWOOD, AZ 86326"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 0.00"|"30%"|"30%"|"-27%"|"-"|"7%"|"7%"|"11%"|"0%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"0"|"578"|"578"|"48"|"1"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"2.00"|"13%"|"13%"|"21%"|"0%"|"9"|"9"|"2"|"9"|"11"|"11"|"36"|"0"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00117744"|"Arizona Oncology Associates, PC"|"2450 E RIVER RD STE 125, TUCSON, AZ 85718"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 0.00"|"30%"|"30%"|"-27%"|"-"|"7%"|"7%"|"11%"|"0%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"0"|"578"|"578"|"48"|"1"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"4.00"|"13%"|"13%"|"21%"|"0%"|"9"|"9"|"2"|"9"|"11"|"11"|"36"|"0"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00130584"|"Arizona Oncology Associates, PC Flagstaff"|"1329 N BEAVER ST STE 1, FLAGSTAFF, AZ 86001"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 0.00"|"30%"|"30%"|"-27%"|"-"|"7%"|"7%"|"11%"|"0%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"0"|"578"|"578"|"48"|"2"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"1.00"|"13%"|"13%"|"21%"|"0%"|"9"|"9"|"2"|"9"|"11"|"11"|"36"|"0"
"Type"|"USON"|"USON"|"INS00485227"|"Arizona Oncology"|"1760 E RIVER RD STE 350, TUCSON, AZ 85718"|"INS00277453"|"Arizona Oncology Saint Marys"|"1620 W SAINT MARYS RD, TUCSON, AZ 85745"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 712,841.44"|"$ 0.00"|"30%"|"30%"|"-27%"|"-"|"7%"|"7%"|"11%"|"0%"|"44"|"44"|"6"|"0"|"503"|"503"|"59"|"0"|"578"|"578"|"48"|"1"|"74%"|"74%"|"90%"|"100%"|"3.91"|"3.91"|"2.88"|"1.00"|"13%"|"13%"|"21%"|"0%"|"9"|"9"|"2"|"9"|"11"|"11"|"36"|"0"
"Type"|"USON"|"USON"|"INS00489001"|"Ironwood Cancer and Research Centers"|"1432 S DOBSON RD STE 106, MESA, AZ 85202"|"INS00050841"|"Ironwood Cancer and Research Centers"|"1432 S DOBSON RD STE 106, MESA, AZ 85202"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 373,263.72"|"$ 318,228.60"|"30%"|"30%"|"642%"|"532%"|"7%"|"7%"|"7%"|"8%"|"44"|"44"|"2"|"2"|"503"|"503"|"38"|"34"|"578"|"578"|"34"|"18"|"74%"|"74%"|"85%"|"94%"|"3.91"|"3.91"|"2.72"|"2.76"|"13%"|"13%"|"18%"|"28%"|"9"|"9"|"3"|"1"|"11"|"11"|"18"|"100"
"Type"|"USON"|"USON"|"INS00489001"|"Ironwood Cancer and Research Centers"|"1432 S DOBSON RD STE 106, MESA, AZ 85202"|"INS00277667"|"Ironwood Cancer and Research Centers"|"11209 N TATUM BLVD STE 260, PHOENIX, AZ 85028"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 373,263.72"|"$ 55,035.12"|"30%"|"30%"|"642%"|"-"|"7%"|"7%"|"7%"|"21%"|"44"|"44"|"2"|"0"|"503"|"503"|"38"|"4"|"578"|"578"|"34"|"4"|"74%"|"74%"|"85%"|"100%"|"3.91"|"3.91"|"2.72"|"2.75"|"13%"|"13%"|"18%"|"25%"|"9"|"9"|"3"|"2"|"11"|"11"|"18"|"17"
"Type"|"USON"|"USON"|"INS00489001"|"Ironwood Cancer and Research Centers"|"1432 S DOBSON RD STE 106, MESA, AZ 85202"|"INS00761143"|"Ironwood Cancer and Research Centers"|"8880 E DESERT COVE DR, SCOTTSDALE, AZ 85260"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 373,263.72"|"$ 0.00"|"30%"|"30%"|"642%"|"-"|"7%"|"7%"|"7%"|"0%"|"44"|"44"|"2"|"0"|"503"|"503"|"38"|"0"|"578"|"578"|"34"|"3"|"74%"|"74%"|"85%"|"0%"|"3.91"|"3.91"|"2.72"|"-"|"13%"|"13%"|"18%"|"0%"|"9"|"9"|"3"|"3"|"11"|"11"|"18"|"0"
"Type"|"USON"|"USON"|"INS00489001"|"Ironwood Cancer and Research Centers"|"1432 S DOBSON RD STE 106, MESA, AZ 85202"|"INS00760449"|"Ironwood Cancer and Research Centers"|"5810 W BEVERLY LN, GLENDALE, AZ 85306"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 373,263.72"|"$ 0.00"|"30%"|"30%"|"642%"|"-"|"7%"|"7%"|"7%"|"0%"|"44"|"44"|"2"|"0"|"503"|"503"|"38"|"0"|"578"|"578"|"34"|"7"|"74%"|"74%"|"85%"|"100%"|"3.91"|"3.91"|"2.72"|"2.57"|"13%"|"13%"|"18%"|"0%"|"9"|"9"|"3"|"3"|"11"|"11"|"18"|"0"
"Type"|"USON"|"USON"|"INS00489001"|"Ironwood Cancer and Research Centers"|"1432 S DOBSON RD STE 106, MESA, AZ 85202"|"INS00746447"|"Ironwood Cancer and Research Centers"|"3686 S ROME ST, GILBERT, AZ 85297"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 373,263.72"|"$ 0.00"|"30%"|"30%"|"642%"|"-"|"7%"|"7%"|"7%"|"0%"|"44"|"44"|"2"|"0"|"503"|"503"|"38"|"0"|"578"|"578"|"34"|"2"|"74%"|"74%"|"85%"|"50%"|"3.91"|"3.91"|"2.72"|"3.00"|"13%"|"13%"|"18%"|"0%"|"9"|"9"|"3"|"3"|"11"|"11"|"18"|"0"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00043919"|"Rocky Mountain Cancer Centers"|"4700 HALE PKWY STE 400, DENVER, CO 80220"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 120,577.05"|"30%"|"30%"|"69%"|"505%"|"7%"|"7%"|"8%"|"27%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"10"|"578"|"578"|"20"|"1"|"74%"|"74%"|"95%"|"100%"|"3.91"|"3.91"|"7.58"|"14.00"|"13%"|"13%"|"15%"|"100%"|"9"|"9"|"4"|"1"|"11"|"11"|"16"|"100"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00670020"|"Rocky Mountain Cancer Centers"|"1024 CENTRAL PARK DR, STEAMBOAT SPRINGS, CO 80487"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 119,095.56"|"30%"|"30%"|"69%"|"14%"|"7%"|"7%"|"8%"|"29%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"11"|"578"|"578"|"20"|"1"|"74%"|"74%"|"95%"|"100%"|"3.91"|"3.91"|"7.58"|"19.00"|"13%"|"13%"|"15%"|"100%"|"9"|"9"|"4"|"2"|"11"|"11"|"16"|"99"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00057046"|"Rocky Mountain Cancer Centers"|"2030 MOUNTAIN VIEW AVE STE 210, LONGMONT, CO 80501"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 65,269.26"|"30%"|"30%"|"69%"|"-1%"|"7%"|"7%"|"8%"|"34%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"12"|"578"|"578"|"20"|"2"|"74%"|"74%"|"95%"|"100%"|"3.91"|"3.91"|"7.58"|"1.00"|"13%"|"13%"|"15%"|"50%"|"9"|"9"|"4"|"3"|"11"|"11"|"16"|"54"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00117040"|"Rocky Mountain Cancer Centers"|"8820 HURON ST, THORNTON, CO 80260"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 32,694.21"|"30%"|"30%"|"69%"|"-"|"7%"|"7%"|"8%"|"11%"|"44"|"44"|"1"|"1"|"503"|"503"|"36"|"3"|"578"|"578"|"20"|"0"|"74%"|"74%"|"95%"|"-"|"3.91"|"3.91"|"7.58"|"-"|"13%"|"13%"|"15%"|"-"|"9"|"9"|"4"|"4"|"11"|"11"|"16"|"27"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00040976"|"Rocky Mountain Cancer Centers"|"1700 S POTOMAC ST, AURORA, CO 80012"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 0.00"|"30%"|"30%"|"69%"|"-"|"7%"|"7%"|"8%"|"0%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"0"|"578"|"578"|"20"|"3"|"74%"|"74%"|"95%"|"100%"|"3.91"|"3.91"|"7.58"|"17.00"|"13%"|"13%"|"15%"|"0%"|"9"|"9"|"4"|"5"|"11"|"11"|"16"|"0"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00708534"|"Rocky Mountain Cancer Centers"|"2312 N NEVADA AVE, COLORADO SPRINGS, CO 80907"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 0.00"|"30%"|"30%"|"69%"|"-"|"7%"|"7%"|"8%"|"0%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"0"|"578"|"578"|"20"|"6"|"74%"|"74%"|"95%"|"83%"|"3.91"|"3.91"|"7.58"|"3.40"|"13%"|"13%"|"15%"|"0%"|"9"|"9"|"4"|"5"|"11"|"11"|"16"|"0"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00530254"|"Rocky Mountain Cancer Centers"|"4715 ARAPAHOE AVE, BOULDER, CO 80303"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 0.00"|"30%"|"30%"|"69%"|"-"|"7%"|"7%"|"8%"|"0%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"0"|"578"|"578"|"20"|"2"|"74%"|"74%"|"95%"|"100%"|"3.91"|"3.91"|"7.58"|"1.50"|"13%"|"13%"|"15%"|"0%"|"9"|"9"|"4"|"5"|"11"|"11"|"16"|"0"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00117038"|"Rocky Mountain Cancer Centers"|"3676 PARKER BLVD STE 350, PUEBLO, CO 81008"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 0.00"|"30%"|"30%"|"69%"|"-"|"7%"|"7%"|"8%"|"0%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"0"|"578"|"578"|"20"|"1"|"74%"|"74%"|"95%"|"100%"|"3.91"|"3.91"|"7.58"|"1.00"|"13%"|"13%"|"15%"|"0%"|"9"|"9"|"4"|"5"|"11"|"11"|"16"|"0"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00044611"|"Rocky Mountain Cancer Centers"|"22 W DRY CREEK CIR, LITTLETON, CO 80120"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 0.00"|"30%"|"30%"|"69%"|"-"|"7%"|"7%"|"8%"|"0%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"0"|"578"|"578"|"20"|"2"|"74%"|"74%"|"95%"|"100%"|"3.91"|"3.91"|"7.58"|"10.50"|"13%"|"13%"|"15%"|"0%"|"9"|"9"|"4"|"5"|"11"|"11"|"16"|"0"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00409960"|"Rocky Mountain Cancer Centers"|"9397 CROWN CREST BLVD STE 421, PARKER, CO 80138"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 0.00"|"30%"|"30%"|"69%"|"-"|"7%"|"7%"|"8%"|"0%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"0"|"578"|"578"|"20"|"1"|"74%"|"74%"|"95%"|"100%"|"3.91"|"3.91"|"7.58"|"7.00"|"13%"|"13%"|"15%"|"0%"|"9"|"9"|"4"|"5"|"11"|"11"|"16"|"0"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00046101"|"Rocky Mountain Cancer Center Lakewood"|"11750 W 2ND PL STE 150, LAKEWOOD, CO 80228"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 0.00"|"30%"|"30%"|"69%"|"-100%"|"7%"|"7%"|"8%"|"0%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"0"|"578"|"578"|"20"|"1"|"74%"|"74%"|"95%"|"100%"|"3.91"|"3.91"|"7.58"|"9.00"|"13%"|"13%"|"15%"|"0%"|"9"|"9"|"4"|"5"|"11"|"11"|"16"|"0"
"Type"|"USON"|"USON"|"INS00437480"|"Rocky Mountain Cancer Centers"|"7951 E MAPLEWOOD AVE STE 300, GREENWOOD VILLAGE, CO 80111"|"INS00027127"|"Rocky Mountain Cancer Centers"|"1800 WILLIAMS ST STE 200, DENVER, CO 80218"|"CML"|"$ 5,375,786.72"|"$ 5,375,786.72"|"$ 337,636.08"|"$ 0.00"|"30%"|"30%"|"69%"|"-"|"7%"|"7%"|"8%"|"0%"|"44"|"44"|"1"|"0"|"503"|"503"|"36"|"0"|"578"|"578"|"20"|"0"|"74%"|"74%"|"95%"|"-"|"3.91"|"3.91"|"7.58"|"-"|"13%"|"13%"|"15%"|"-"|"9"|"9"|"4"|"5"|"11"|"11"|"16"|"0"
